QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Accessibility,Quantization,1,41,1,177,220,2,42,0.4571976885569208,1.4441139320087168,0.0753287944975046,0.3460772104607721,0.15360899950043636,0.6181818181818182,0.0753287944975046,0.024352514033715345,0.0532647356783027
Confidentiality,Architecture design through math. optimization,1,4,13,202,220,14,5,0.4275176370043109,1.1962507582320259,0.0851901531325994,0.28243395152933115,0.18302769924031934,0.5357142857142857,0.0851901531325994,0.024292131611281218,0.05682135544512346
Confidentiality,Feature encoding,1,4,13,202,220,14,5,0.4275176370043109,1.1962507582320259,0.0851901531325994,0.28243395152933115,0.18302769924031934,0.5357142857142857,0.0851901531325994,0.024292131611281218,0.05682135544512346
Interoperability,Task-level parallelism on CNN layer-level,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Flexibility,Hardware and Software codesign,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Interoperability,Network partitioning,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Flexibility,Regularization training,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Flexibility,Network partitioning,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Interoperability,Regularization training,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Interoperability,Hardware and Software codesign,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Flexibility,Task-level parallelism on CNN layer-level,1,8,7,204,220,8,9,0.4320292879878078,1.2087234070845336,0.0824681608008701,0.28802563906712847,0.1801896170319178,0.5401459854014597,0.0824681608008701,0.0242343814748174,0.056094302281426145
Functional adaptability,Self-supervision learning,1,2,22,195,220,23,3,0.42522402580291163,1.1902426115140339,0.08792035275894464,0.28314120214333865,0.18266564278964748,0.5335689045936395,0.08792035275894464,0.024136722354667354,0.05676236734058521
Functional adaptability,Out-of-distribution detection,1,2,22,195,220,23,3,0.42522402580291163,1.1902426115140339,0.08792035275894464,0.28314120214333865,0.18266564278964748,0.5335689045936395,0.08792035275894464,0.024136722354667354,0.05676236734058521
Functional adaptability,Deadline-aware scheduling,1,2,22,195,220,23,3,0.42522402580291163,1.1902426115140339,0.08792035275894464,0.28314120214333865,0.18266564278964748,0.5335689045936395,0.08792035275894464,0.024136722354667354,0.05676236734058521
Functional adaptability,Prediction/intermediate result caching,1,2,22,195,220,23,3,0.42522402580291163,1.1902426115140339,0.08792035275894464,0.28314120214333865,0.18266564278964748,0.5335689045936395,0.08792035275894464,0.024136722354667354,0.05676236734058521
Functional adaptability,Robust feature extraction,1,2,22,195,220,23,3,0.42522402580291163,1.1902426115140339,0.08792035275894464,0.28314120214333865,0.18266564278964748,0.5335689045936395,0.08792035275894464,0.024136722354667354,0.05676236734058521
Capacity,Test time adaption,1,2,23,194,220,24,3,0.4320292879878078,1.1457908489432,0.0845741349870515,0.29405783358278026,0.17718908222565885,0.5174825174825174,0.0845741349870515,0.023043981180985013,0.053338932849467675
Capacity,On-device local training,1,2,23,194,220,24,3,0.4320292879878078,1.1457908489432,0.0845741349870515,0.29405783358278026,0.17718908222565885,0.5174825174825174,0.0845741349870515,0.023043981180985013,0.053338932849467675
Capacity,Denoising,1,2,23,194,220,24,3,0.4320292879878078,1.1457908489432,0.0845741349870515,0.29405783358278026,0.17718908222565885,0.5174825174825174,0.0845741349870515,0.023043981180985013,0.053338932849467675
Capacity,Prediction/intermediate result caching,1,2,23,194,220,24,3,0.4320292879878078,1.1457908489432,0.0845741349870515,0.29405783358278026,0.17718908222565885,0.5174825174825174,0.0845741349870515,0.023043981180985013,0.053338932849467675
Robustness,Specific model type selection,3,2,68,147,220,71,5,0.7152364936377853,0.6403046991855654,0.09044265412785875,0.33146687564536326,0.15985328842598337,0.3096446700507614,0.09044265412785875,0.02287157311558545,0.031977637213752436
Robustness,Modular system design,3,2,68,147,220,71,5,0.7152364936377853,0.6403046991855654,0.09044265412785875,0.33146687564536326,0.15985328842598337,0.3096446700507614,0.09044265412785875,0.02287157311558545,0.031977637213752436
Portability,Depth adjustment,1,12,5,202,220,6,13,0.44499827534563574,1.158331523369732,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.5220588235294118,0.07639219407008063,0.022629802269280318,0.0508536853355296
Modifiability,Depth adjustment,1,12,5,202,220,6,13,0.44499827534563574,1.158331523369732,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.5220588235294118,0.07639219407008063,0.022629802269280318,0.0508536853355296
Modifiability,Quantization,2,40,4,174,220,6,42,0.652954895879392,0.7509667514487716,0.0606793180164019,0.3220355379993253,0.16403206646849947,0.35877862595419846,0.0606793180164019,0.022463134983073774,0.03440227667306282
Portability,Quantization,2,40,4,174,220,6,42,0.652954895879392,0.7509667514487716,0.0606793180164019,0.3220355379993253,0.16403206646849947,0.35877862595419846,0.0606793180164019,0.022463134983073774,0.03440227667306282
Modularity,Width adjustment,1,15,4,200,220,5,16,0.44914562337133124,1.1592369104845446,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.5223880597014925,0.07473924880782186,0.02230685662710092,0.049665087371136916
Training performance efficiency,Smaller computation datatype,1,6,10,203,220,11,7,0.4428928155200824,1.112796923660066,0.07723741496858687,0.3052344980280651,0.1717887944586538,0.5053003533568904,0.07723741496858687,0.022160908438887336,0.05003673047363415
Training performance efficiency,Regularization,1,6,10,203,220,11,7,0.4428928155200824,1.112796923660066,0.07723741496858687,0.3052344980280651,0.1717887944586538,0.5053003533568904,0.07723741496858687,0.022160908438887336,0.05003673047363415
Safety,Sensor or input data fusion,1,6,10,203,220,11,7,0.4428928155200824,1.112796923660066,0.07723741496858687,0.3052344980280651,0.1717887944586538,0.5053003533568904,0.07723741496858687,0.022160908438887336,0.05003673047363415
Fault tolerance,Mixed-precision compression,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Fault tolerance,Heuristics-driven augmentation,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Fault tolerance,Multi-model of different models,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Fault tolerance,New or specific layer module,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Fault tolerance,TPU SoC or Accelerator Hardware ,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Fault tolerance,Training loss function selection or adaptation,1,5,12,202,220,13,6,0.44499827534563574,1.089309896005796,0.07639219407008063,0.3091340835654489,0.16995103639229817,0.49650349650349646,0.07639219407008063,0.021663454179769195,0.0486821081788304
Confidentiality,Quantization,4,38,10,168,220,14,42,0.8014234783671653,0.5278232001345617,0.0628855085065886,0.3132524664794056,0.1680351669277875,0.2579505300353357,0.0628855085065886,0.021603066013023253,0.026955868646421154
Robustness,Continous learning,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Adaptive batching,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Multiscale feature processing architectures,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Self-adjusted learning,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Imitation learning,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Adversarial generation decoupling,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Model versioning,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Post-hoc uncertainty calibration ,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Competing models ,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Prediction combination of multi-models,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Asynchronous communication,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Data-driven augmentations,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Training loss early stopping,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Inclusion of wrong labeled data in training,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Weight averaging,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Input contrast improvement,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Straggler mitigation,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Comparative architectural analysis,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Automatic testing,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Centralized configuration,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Lightweight framework usage,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Heartbeat,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,External component integration,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Weight initialization random,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Contrastive representation learning,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Suppress redundant channel activations,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Hardware simulation,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,User-in-the-loop,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Kernel regularization,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Sequential input fusion,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Cross-dataset evaluation,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,State-based decision making,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Pull-based processing,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Mutual exclusion,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Training pipeline,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,UI convention usage,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Metrics-driven optimization,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Rule-based decision making,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,User-controlled system reset,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Long-running automatic testing,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Edge case testing,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Explicit interfaces,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Decision smoothing,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Robustness,Last stage reduction,1,0,70,149,220,71,1,0.4297858678216837,1.1405764877671418,0.09789080556485352,0.32272727272727275,0.16372144403437697,0.5155709342560554,0.09789080556485352,0.021583167629343914,0.05021842095166023
Reliability,Deployment pipeline creation,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Reliability,Network combination,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Reliability,Modular system design,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Reliability,Specific model type selection,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Reliability,Feature encoding,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Reliability,Input resolution adjustment,1,4,15,200,220,16,5,0.44914562337133124,1.0531499145913523,0.07473924880782186,0.31692741774755173,0.16634672929336378,0.48275862068965514,0.07473924880782186,0.020826421547927673,0.04636897358946193
Indenpendency/Autonomy,Finetuning ,1,11,6,202,220,7,12,0.4571976885569208,1.0608719606852626,0.07049816228444429,0.32850415598884763,0.16115304390017635,0.48571428571428565,0.07049816228444429,0.020490532627386968,0.044817664525081936
Indenpendency/Autonomy,Training optimization algorithm selection or adaptation,1,11,6,202,220,7,12,0.4571976885569208,1.0608719606852626,0.07049816228444429,0.32850415598884763,0.16115304390017635,0.48571428571428565,0.07049816228444429,0.020490532627386968,0.044817664525081936
Indenpendency/Autonomy,Integer-only operations,1,11,6,202,220,7,12,0.4571976885569208,1.0608719606852626,0.07049816228444429,0.32850415598884763,0.16115304390017635,0.48571428571428565,0.07049816228444429,0.020490532627386968,0.044817664525081936
Confidentiality,Tensor or matrix decomposition,1,5,13,201,220,14,6,0.4571976885569208,1.0092671883322597,0.07067385294071239,0.3291591825925375,0.1608646749461742,0.46575342465753417,0.07067385294071239,0.01972629710865954,0.04314609982155155
Performance Efficiency,Input resolution adjustment,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Feature encoding,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Retraining for fine tuning,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Containerization,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Edge compute hardware,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Network combination,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Deployment pipeline creation,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Performance Efficiency,Specific model type selection,1,4,16,199,220,17,5,0.459162436295519,0.9886113934537812,0.07009016086223314,0.33366939280275876,0.15889454298851435,0.4576271186440678,0.07009016086223314,0.019250705626577342,0.041925697977147895
Availability,Pruning,1,22,3,194,220,4,23,0.4724144270085936,1.049097224140729,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.4812030075187969,0.06469281770613665,0.01911638955819652,0.04046529586161173
Resiliency,Concurrent processing hardware,1,8,9,202,220,10,9,0.46871439086703215,0.9574089788036275,0.06509853611023969,0.3473303084053175,0.15308577268193008,0.4452054794520547,0.06509853611023969,0.018308050787757973,0.03906014226252276
Resiliency,Regularization training,1,8,9,202,220,10,9,0.46871439086703215,0.9574089788036275,0.06509853611023969,0.3473303084053175,0.15308577268193008,0.4452054794520547,0.06509853611023969,0.018308050787757973,0.03906014226252276
Resiliency,Hardware and Software codesign,1,8,9,202,220,10,9,0.46871439086703215,0.9574089788036275,0.06509853611023969,0.3473303084053175,0.15308577268193008,0.4452054794520547,0.06509853611023969,0.018308050787757973,0.03906014226252276
Fault tolerance,Smaller computation datatype,1,6,12,201,220,13,7,0.4705727237740409,0.9304753668661114,0.06440121185760855,0.35110257381614607,0.15152199561821192,0.4343434343434343,0.06440121185760855,0.017780774854963478,0.037785392048140534
Modifiability,Width adjustment,1,15,5,199,220,6,16,0.47962067632936145,0.9360933591703348,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.43661971830985913,0.060570909975831026,0.017266091541328375,0.03599947290318972
Portability,Width adjustment,1,15,5,199,220,6,16,0.47962067632936145,0.9360933591703348,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.43661971830985913,0.060570909975831026,0.017266091541328375,0.03599947290318972
Functional adaptability,Multitask Scheduling,1,3,22,194,220,23,4,0.4724144270085936,0.8979415932059586,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.42105263157894735,0.06469281770613665,0.0170100206038922,0.03600656464198706
Functional adaptability,Input modification,1,3,22,194,220,23,4,0.4724144270085936,0.8979415932059586,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.42105263157894735,0.06469281770613665,0.0170100206038922,0.03600656464198706
Functional adaptability,Frame rate reduction,1,3,22,194,220,23,4,0.4724144270085936,0.8979415932059586,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.42105263157894735,0.06469281770613665,0.0170100206038922,0.03600656464198706
Functional adaptability,Quantization-aware training,1,3,22,194,220,23,4,0.4724144270085936,0.8979415932059586,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.42105263157894735,0.06469281770613665,0.0170100206038922,0.03600656464198706
Functional adaptability,Fault tolerant training,1,3,22,194,220,23,4,0.4724144270085936,0.8979415932059586,0.06469281770613665,0.3591216277226161,0.14825281305252047,0.42105263157894735,0.06469281770613665,0.0170100206038922,0.03600656464198706
Resiliency,Quantization,3,39,7,171,220,10,42,0.7449409270762635,0.5968160716215133,0.06057130742893486,0.40728966967982927,0.1300322016776452,0.2898550724637681,0.06057130742893486,0.01697225497500545,0.022783356851687534
Interoperability,Finetuning ,1,11,7,201,220,8,12,0.47962067632936145,0.9067212808580044,0.06026795713304714,0.3663349077641239,0.14537389859511296,0.4246575342465754,0.06026795713304714,0.016905551902743038,0.03524775460500328
Flexibility,Training optimization algorithm selection or adaptation,1,11,7,201,220,8,12,0.47962067632936145,0.9067212808580044,0.06026795713304714,0.3663349077641239,0.14537389859511296,0.4246575342465754,0.06026795713304714,0.016905551902743038,0.03524775460500328
Flexibility,External computational offloading,1,11,7,201,220,8,12,0.47962067632936145,0.9067212808580044,0.06026795713304714,0.3663349077641239,0.14537389859511296,0.4246575342465754,0.06026795713304714,0.016905551902743038,0.03524775460500328
Interoperability,Training optimization algorithm selection or adaptation,1,11,7,201,220,8,12,0.47962067632936145,0.9067212808580044,0.06026795713304714,0.3663349077641239,0.14537389859511296,0.4246575342465754,0.06026795713304714,0.016905551902743038,0.03524775460500328
Flexibility,Finetuning ,1,11,7,201,220,8,12,0.47962067632936145,0.9067212808580044,0.06026795713304714,0.3663349077641239,0.14537389859511296,0.4246575342465754,0.06026795713304714,0.016905551902743038,0.03524775460500328
Time behaviour,Task-level parallelism on CNN layer-level,5,4,82,129,220,87,9,0.8451774738452666,0.3573522213096944,0.0676256314073248,0.3232428428350079,0.16349036079489573,0.17679866146123818,0.0676256314073248,0.016887075204950006,0.019980507914059312
Time behaviour,Concurrent processing hardware,5,4,82,129,220,87,9,0.8451774738452666,0.3573522213096944,0.0676256314073248,0.3232428428350079,0.16349036079489573,0.17679866146123818,0.0676256314073248,0.016887075204950006,0.019980507914059312
Reliability,Mixed-precision compression,1,5,15,199,220,16,6,0.47962067632936145,0.8661663446915864,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.40789473684210525,0.060570909975831026,0.01626855029390926,0.033919618350101
Reliability,Training loss function selection or adaptation,1,5,15,199,220,16,6,0.47962067632936145,0.8661663446915864,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.40789473684210525,0.060570909975831026,0.01626855029390926,0.033919618350101
Reliability,New or specific layer module,1,5,15,199,220,16,6,0.47962067632936145,0.8661663446915864,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.40789473684210525,0.060570909975831026,0.01626855029390926,0.033919618350101
Reliability,Multi-model of different models,1,5,15,199,220,16,6,0.47962067632936145,0.8661663446915864,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.40789473684210525,0.060570909975831026,0.01626855029390926,0.033919618350101
Reliability,Failure prevention or mitigation,1,5,15,199,220,16,6,0.47962067632936145,0.8661663446915864,0.060570909975831026,0.3677607261942456,0.14481155056086095,0.40789473684210525,0.060570909975831026,0.01626855029390926,0.033919618350101
Time behaviour,Training sample condensation,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,UI convention usage,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
